iter	Logloss
510	0.3010238037
511	0.3007464589
512	0.3004259282
513	0.300223811
514	0.3000015964
515	0.2996392184
516	0.299410476
517	0.2992466966
518	0.2988783649
519	0.298689125
520	0.2983953446
521	0.2982070571
522	0.2980032737
523	0.2976829223
524	0.2973707014
525	0.2968350167
526	0.2967673194
527	0.2966514032
528	0.2964147784
529	0.2959851666
530	0.295754016
531	0.2955653555
532	0.2953653485
533	0.2951482941
534	0.2949884234
535	0.294643127
536	0.294337588
537	0.2939547603
538	0.2937445139
539	0.2935215988
540	0.2932669124
541	0.2929712969
542	0.2927117602
543	0.2923543868
544	0.2922378835
545	0.2920284537
546	0.291866169
547	0.2914842136
548	0.291262534
549	0.2910860237
550	0.2905894566
551	0.2902995275
552	0.2901004957
553	0.2898374135
554	0.2896614065
555	0.2893923903
556	0.2892059203
557	0.2888421958
558	0.2885489278
559	0.288392807
560	0.2881475384
561	0.2879913616
562	0.2878170173
563	0.2877251498
564	0.2874027848
565	0.2870818657
566	0.2866026787
567	0.2862843751
568	0.2861843381
569	0.2859157606
570	0.2856545743
571	0.2853475223
572	0.284932344
573	0.2847287508
574	0.28453832
575	0.2843750135
576	0.2840509391
577	0.2837828176
578	0.2835281752
579	0.283232792
580	0.2829576858
581	0.2828063796
582	0.282642641
583	0.2824703852
584	0.2823439272
585	0.2821956903
586	0.2820482632
587	0.2818696177
588	0.2817173848
589	0.2813216802
590	0.2812314414
591	0.2809249277
592	0.2806836558
593	0.2805458277
594	0.2804427558
595	0.2801550165
596	0.2798747494
597	0.2795719941
598	0.2792611328
599	0.2790409835
600	0.2789080343
601	0.278667827
602	0.2784512491
603	0.2782297029
604	0.2780618379
605	0.2777525589
606	0.2775462311
607	0.2774554077
608	0.2772079472
609	0.2771039268
610	0.2768219893
611	0.2765644465
612	0.2762683655
613	0.2760773624
614	0.2756352806
615	0.2754580009
616	0.2753050832
617	0.2752129137
618	0.2750800405
619	0.2748854171
620	0.2746797261
621	0.274436022
622	0.2742403507
623	0.2740237094
624	0.2738993048
625	0.2737078588
626	0.2735631944
627	0.2732811169
628	0.2729193946
629	0.2727840337
630	0.2725203849
631	0.2723145255
632	0.2722099455
633	0.2719382639
634	0.2715914041
635	0.2713749494
636	0.271181916
637	0.271051018
638	0.2707647179
639	0.2704570325
640	0.2702937921
641	0.270112342
642	0.2698061169
643	0.2696514647
644	0.2695646028
645	0.2692326272
646	0.2689299771
647	0.2685754679
648	0.2683865055
649	0.2682725665
650	0.2681055195
651	0.2679646037
652	0.2677069805
653	0.2673696853
654	0.2670949906
655	0.266991766
656	0.266852563
657	0.2664318
658	0.2662075985
659	0.2659308094
660	0.2657531487
661	0.2655413241
662	0.2653183725
663	0.2651091143
664	0.2649230726
665	0.2645574435
666	0.2643621068
667	0.2641724414
668	0.2641057183
669	0.2640357256
670	0.2637548067
671	0.2634998925
672	0.2633070551
673	0.2629952179
674	0.2627838363
675	0.2626027565
676	0.262386205
677	0.2621830593
678	0.2618365707
679	0.2616035531
680	0.2613760477
681	0.2612694409
682	0.2610350995
683	0.2608059075
684	0.2606970657
685	0.2605414483
686	0.2602938494
687	0.2599342986
688	0.2597964654
689	0.2596903499
690	0.2594969712
691	0.2593884541
692	0.2592767823
693	0.2588641709
694	0.2587483534
695	0.2583866999
696	0.2582049141
697	0.2579900795
698	0.2578345314
699	0.2576541293
700	0.2574289936
701	0.2572769083
702	0.2569916919
703	0.2565321131
704	0.2564368168
705	0.2563089453
706	0.2562019243
707	0.2561100255
708	0.2557250127
709	0.2553967906
710	0.255253048
711	0.2551153949
712	0.2548533602
713	0.2546749217
714	0.254509506
715	0.2542773627
716	0.2540877054
717	0.2540141645
718	0.2538606856
719	0.2534839205
720	0.2531776424
721	0.2529189002
722	0.2527480805
723	0.2524724754
724	0.2521862942
725	0.252002381
726	0.2519242294
727	0.2517751509
728	0.2515753806
729	0.2514474101
730	0.2513450793
731	0.2511835412
732	0.2509364107
733	0.2505948635
734	0.2505023627
735	0.2503928207
736	0.2501661911
737	0.249946649
738	0.2497501795
739	0.2495340246
740	0.2494710168
741	0.2492485884
742	0.2491008348
743	0.2489297587
744	0.2487736146
745	0.2486323095
746	0.2484455204
747	0.2481373571
748	0.2479065875
749	0.2477781728
750	0.2475293608
751	0.247479774
752	0.2473592189
753	0.2473216914
754	0.2472460543
755	0.2469938794
756	0.2467666268
757	0.2465427201
758	0.2463799224
759	0.2462202544
760	0.2461197271
761	0.2458287691
762	0.2454795704
763	0.2453214848
764	0.2450843887
765	0.2449293399
766	0.2446232361
767	0.244398922
768	0.2442914292
769	0.2441433705
770	0.2438689755
771	0.2437919625
772	0.2436214209
773	0.2433902528
774	0.2432589443
775	0.2430704419
776	0.2426488379
777	0.242325242
778	0.2420245952
779	0.2417454481
780	0.2415853916
781	0.241349127
782	0.2411490945
783	0.240940973
784	0.2407245051
785	0.2405742435
786	0.2404592561
787	0.2401800882
788	0.2399843518
789	0.2398601729
790	0.2397977078
791	0.2396988828
792	0.239527414
793	0.239399143
794	0.2392921063
795	0.2391266419
796	0.2389158295
797	0.2387310537
798	0.2386146751
799	0.2384768199
800	0.2382954149
801	0.2381273218
802	0.2378914687
803	0.2376913353
804	0.23747239
805	0.237133118
806	0.2369323767
807	0.2367832724
808	0.2365979637
809	0.2364853635
810	0.2362767503
811	0.2360637089
812	0.2357735976
813	0.2355768995
814	0.2353614007
815	0.2351726104
816	0.2350142231
817	0.23485446
818	0.234749735
819	0.2346490668
820	0.2344139722
821	0.2342191498
822	0.2340184777
823	0.2338249046
824	0.2335458515
825	0.2334524637
826	0.233305641
827	0.2331558276
828	0.2328549738
829	0.2327223148
830	0.2326533574
831	0.2324505658
832	0.2324110236
833	0.2322244589
834	0.2320134164
835	0.2317519787
836	0.2314935523
837	0.2313125259
838	0.2311361212
839	0.2310211661
840	0.2308704814
841	0.2306253744
842	0.230555964
843	0.2302015949
844	0.2300416172
845	0.2300165057
846	0.2298684867
847	0.2297642088
848	0.2296014443
849	0.2295124918
850	0.2293719829
851	0.2292812178
852	0.2288969985
853	0.2287476755
854	0.2285559325
855	0.2284102179
856	0.2282522395
857	0.228084087
858	0.2280267198
859	0.2278389312
860	0.2277405689
861	0.2275637819
862	0.2273120075
863	0.22698129
864	0.226863162
865	0.2266662682
866	0.226629277
867	0.2263815227
868	0.2260789428
869	0.2259298094
870	0.2257602985
871	0.2256587586
872	0.2255502093
873	0.2254566717
874	0.22531378
875	0.2251855106
876	0.2249767214
877	0.2248364797
878	0.2246562902
879	0.2244866894
880	0.2243282895
881	0.2242014222
882	0.2240596106
883	0.2239342851
884	0.2238293424
885	0.2237236671
886	0.2235625446
887	0.2232003995
888	0.2231301025
889	0.2230406046
890	0.2228454336
891	0.2227481401
892	0.2225533697
893	0.2223968877
894	0.2222044031
895	0.2219915961
896	0.2218301741
897	0.2217453148
898	0.221576097
899	0.2214297088
900	0.2211049794
901	0.2210948445
902	0.2208303397
903	0.2206849835
904	0.2204831574
905	0.2203386708
906	0.2202119496
907	0.2200935841
908	0.2199872124
909	0.2198367702
910	0.2196904422
911	0.2194973923
912	0.2194070069
913	0.2193142295
914	0.2192713186
915	0.2189617223
916	0.2188228799
917	0.2186539114
918	0.2184098915
919	0.2182366236
920	0.2181500241
921	0.2179679656
922	0.2178555384
923	0.2175368324
924	0.2172436819
925	0.2171054419
926	0.2169544621
927	0.2168676481
928	0.2167219637
929	0.2165289795
930	0.216462118
931	0.2163097358
932	0.2162254808
933	0.215990202
934	0.2158996697
935	0.2157329691
936	0.2154276895
937	0.2151761177
938	0.2151136128
939	0.2149970876
940	0.2148277796
941	0.214654263
942	0.2144633385
943	0.214187551
944	0.2139415997
945	0.2138590034
946	0.2136134524
947	0.2133342056
948	0.2130673596
949	0.2129734964
950	0.2128330115
951	0.2126555941
952	0.2125173942
953	0.2124840751
954	0.2123640344
955	0.2121476873
956	0.2120712081
957	0.2119966867
958	0.2118511948
959	0.2117596092
960	0.2115628536
961	0.2114314021
962	0.2113674835
963	0.2110357561
964	0.2108988875
965	0.2107951503
966	0.2105619084
967	0.2101163613
968	0.2099665425
969	0.2099309721
970	0.2098248091
971	0.2096079197
972	0.2093477973
973	0.2092264152
974	0.2090724442
975	0.2088256562
976	0.2086961131
977	0.2085017883
978	0.2083274706
979	0.2080622945
980	0.2079310514
981	0.2078092063
982	0.2076738302
983	0.2072786846
984	0.2069182524
985	0.20681367
986	0.2066913329
987	0.2065662688
988	0.2064046333
989	0.2062685168
990	0.2062043401
991	0.20598762
992	0.2058305562
993	0.2056235979
994	0.2053644965
995	0.2051010315
996	0.2050423818
997	0.204723778
998	0.2046517575
999	0.204323148
716
2
3
999	0.2169841396
93
75
